gene_id,mean,median,gene_name,chromosome_name,genomic_strand,TSS,split
ENSG00000079134,6.857023913043478,6.569100000000001,THOC1,18,-,268019,train
ENSG00000079150,3.364754347826087,3.1613,FKBP7,2,-,178478541,train
ENSG00000079156,1.092479565217391,0.8203499999999999,OSBPL6,2,+,178194461,train
ENSG00000079215,7.492810869565218,6.1684,SLC1A3,5,+,36606598,train
ENSG00000079246,66.26296391304348,63.16375,XRCC5,2,+,216109369,train
ENSG00000079257,16.304970869565217,15.74075,LXN,3,-,158672493,train
ENSG00000079263,4.059951739130435,3.2442,SP140,2,+,230225718,train
ENSG00000079277,5.419720869565218,5.22785,MKNK1,1,-,46604229,train
ENSG00000079308,19.392453478260872,17.5178,TNS1,2,-,217944048,train
ENSG00000079313,2.749919565217392,2.6267,REXO1,19,-,1848452,train
ENSG00000079332,19.69831782608696,19.00845,SAR1A,10,-,70170466,train
ENSG00000079335,3.00011347826087,2.69385,CDC14A,1,+,100352453,train
ENSG00000079337,1.7472186956521738,1.36775,RAPGEF3,12,-,47758828,train
ENSG00000079385,6.407189999999999,5.392950000000001,CEACAM1,19,-,42528452,train
ENSG00000079387,5.335302173913044,5.0733,SENP1,12,-,48106043,train
ENSG00000079393,0.5261747826086957,0.0727,DUSP13B,10,-,75106499,train
ENSG00000079432,5.499641304347827,5.41325,CIC,19,+,42284484,train
ENSG00000079435,0.9087217391304347,0.83615,LIPE,19,-,42423648,train
ENSG00000079459,19.43200043478261,17.13125,FDFT1,8,+,11802718,train
ENSG00000079462,7.983189130434782,6.57105,PAFAH1B3,19,-,42302576,train
ENSG00000079482,7.359179565217391,6.08785,OPHN1,X,-,68433449,train
ENSG00000079557,0.0129426086956521,0.0,AFM,4,+,73481737,train
ENSG00000079616,8.101225217391303,7.321199999999999,KIF22,16,+,29790715,valid
ENSG00000079689,0.2411956521739131,0.0198,SCGN,6,+,25652204,train
ENSG00000079691,10.39235,9.8773,CARMIL1,6,+,25279078,train
ENSG00000079739,16.045095652173913,14.83785,PGM1,1,+,63593354,train
ENSG00000079785,10.325024347826089,9.9634,DDX1,2,+,15591854,test
ENSG00000079805,12.807882173913043,11.92965,DNM2,19,+,10718048,train
ENSG00000079819,8.740512608695653,8.5044,EPB41L2,6,-,131063233,train
ENSG00000079841,0.97829,0.3566,RIMS1,6,+,71886901,train
ENSG00000079931,9.689858260869569,8.27485,MOXD1,6,-,132401465,train
ENSG00000079950,6.935916086956522,6.575,STX7,6,-,132513045,train
ENSG00000079999,14.043725652173912,13.28885,KEAP1,19,-,10503310,train
ENSG00000080007,1.0264078260869565,0.4323,DDX43,6,+,73394819,train
ENSG00000080031,3.388568695652174,1.8583,PTPRH,19,-,55209494,train
ENSG00000080166,0.1370195652173913,0.06425,DCT,13,-,94479672,train
ENSG00000080189,6.893431739130435,6.802300000000001,SLC35C2,20,-,46364373,train
ENSG00000080200,12.839629565217392,11.8124,CRYBG3,3,+,97822032,train
ENSG00000080224,0.2255239130434783,0.06725,EPHA6,3,+,96814569,train
ENSG00000080293,7.10417,3.2203,SCTR,2,-,119524381,train
ENSG00000080298,2.9207639130434777,2.6532,RFX3,9,-,3525968,valid
ENSG00000080345,13.06385695652174,12.49785,RIF1,2,+,151409878,train
ENSG00000080371,5.652789565217391,4.92575,RAB21,12,+,71754834,train
ENSG00000080493,8.546358695652172,5.91625,SLC4A4,4,+,71187247,train
ENSG00000080503,9.908300434782609,9.70295,SMARCA2,9,+,2015335,train
ENSG00000080511,0.0087695652173913,0.0,RDH8,19,+,10013471,valid
ENSG00000080546,6.483275652173914,5.9477,SESN1,6,-,109009499,train
ENSG00000080561,3.837428695652174,3.5406500000000003,MID2,X,+,107825833,train
ENSG00000080572,0.2232591304347826,0.1017,DNAAF6,X,+,107206611,test
ENSG00000080573,2.6269065217391305,2.1511,COL5A3,19,-,10010492,train
ENSG00000080603,0.5112530434782608,0.4671,SRCAP,16,+,30698127,test
ENSG00000080608,20.98964782608696,19.40215,PUM3,9,-,2807830,train
ENSG00000080618,1.3321921739130431,0.3473,CPB2,13,-,46105009,train
ENSG00000080644,0.7039334782608696,0.14575,CHRNA3,15,-,78620964,train
ENSG00000080709,0.2741747826086956,0.1836,KCNN2,5,+,114362043,test
ENSG00000080802,6.684016086956522,6.58035,CNOT4,7,-,135510074,train
ENSG00000080815,13.46719043478261,13.0622,PSEN1,14,+,73136432,train
ENSG00000080819,6.125755652173913,5.92415,CPOX,3,-,98593590,train
ENSG00000080822,10.05092913043478,9.7116,CLDND1,3,-,98522869,train
ENSG00000080823,1.6635939130434785,1.54345,MOK,14,-,102305125,train
ENSG00000080824,168.63013086956522,150.5485,HSP90AA1,14,-,102087034,train
ENSG00000080839,4.708271739130434,4.24395,RBL1,20,-,37095985,test
ENSG00000080845,4.2730304347826085,4.1246,DLGAP4,20,+,36461460,train
ENSG00000080854,1.6961578260869563,0.9898,IGSF9B,11,-,133956957,valid
ENSG00000080986,3.4848765217391304,2.61335,NDC80,18,+,2571529,train
ENSG00000081014,4.232079130434782,4.14665,AP4E1,15,+,50908674,train
ENSG00000081019,6.862808260869566,6.7527,RSBN1,1,-,113812254,train
ENSG00000081026,16.12082782608696,14.29685,MAGI3,1,+,113390495,test
ENSG00000081041,28.33740217391304,21.4888,CXCL2,4,-,74099187,train
ENSG00000081051,0.0209226086956521,0.00815,AFP,4,+,73436214,train
ENSG00000081052,8.219229130434782,6.27665,COL4A4,2,-,227164195,train
ENSG00000081059,2.2479813043478263,1.98,TCF7,5,+,134114674,train
ENSG00000081087,6.93854652173913,6.9905,OSTM1,6,-,108074703,train
ENSG00000081138,0.0403465217391304,0.0054,CDH7,18,+,65751005,train
ENSG00000081148,0.2725678260869565,0.24145,IMPG2,3,-,101320558,train
ENSG00000081154,26.820654782608692,26.22895,PCNP,3,+,101574157,valid
ENSG00000081177,5.542235217391305,5.325950000000001,EXD2,14,+,69191477,train
ENSG00000081181,3.1050460869565217,2.26305,ARG2,14,+,67619912,train
ENSG00000081189,5.948239130434782,5.32255,MEF2C,5,-,88883166,train
ENSG00000081237,27.252479130434786,23.6582,PTPRC,1,+,198639022,train
ENSG00000081248,0.0237617391304347,0.01205,CACNA1S,1,-,201112420,train
ENSG00000081277,2.781870869565217,0.4317,PKP1,1,+,201283495,train
ENSG00000081307,7.797827826086957,7.619949999999999,UBA5,3,+,132660321,train
ENSG00000081320,26.184679565217397,25.1333,STK17B,2,-,196171565,train
ENSG00000081377,3.7481913043478254,3.6416,CDC14B,9,-,96619463,train
ENSG00000081386,5.267002608695653,5.16635,ZNF510,9,-,96778053,train
ENSG00000081479,7.517404782608695,3.74075,LRP2,2,-,169362527,train
ENSG00000081665,5.588385652173913,5.4571000000000005,ZNF506,19,-,19821704,train
ENSG00000081692,2.339225652173913,2.2796000000000003,JMJD4,1,-,227735233,train
ENSG00000081721,11.499488260869564,11.00035,DUSP12,1,+,161749762,valid
ENSG00000081760,2.7383578260869568,2.3941,AACS,12,+,125065427,train
ENSG00000081791,12.432677391304347,11.9607,DELE1,5,+,141923855,train
ENSG00000081800,0.0071334782608695,0.0,SLC13A1,7,-,123199961,valid
ENSG00000081803,22.812355652173917,20.46945,CADPS2,7,-,122886445,train
ENSG00000081818,0.9763078260869564,0.8335,PCDHB4,5,+,141121793,train
ENSG00000081842,0.3832947826086957,0.26995,PCDHA6,5,+,140827951,train
ENSG00000081853,0.8058769565217392,0.49455,PCDHGA2,5,+,141338753,train
ENSG00000081870,6.54832652173913,6.23155,IFT25,1,-,53929000,train
ENSG00000081913,3.0108086956521745,2.7386,PHLPP1,18,+,62715526,train
ENSG00000081923,11.996407391304349,10.0063,ATP8B1,18,-,57803307,train
ENSG00000081985,1.302321304347826,0.8595999999999999,IL12RB2,1,+,67307844,train
ENSG00000082014,3.501017826086956,3.18005,SMARCD3,7,-,151277120,train
ENSG00000082068,8.746902608695653,8.3341,WDR70,5,+,37379311,test
ENSG00000082074,9.16316,7.2733,FYB1,5,-,39219563,train
ENSG00000082126,0.0695560869565217,0.05795,MPP4,2,-,201698628,train
ENSG00000082146,7.520645652173914,7.3565,STRADB,2,+,201451711,train
ENSG00000082153,22.211292173913044,20.25455,BZW1,2,+,200811877,test
ENSG00000082175,0.7111378260869564,0.5284,PGR,11,-,101129806,train
ENSG00000082196,2.864389130434783,2.34235,C1QTNF3,5,-,34043205,train
ENSG00000082212,4.023687391304348,3.83805,ME2,18,+,50879093,train
ENSG00000082213,9.275990434782612,8.51425,C5orf22,5,+,31532277,train
ENSG00000082258,13.047671304347828,13.00865,CCNT2,2,+,134918811,train
ENSG00000082269,6.6476052173913045,6.35875,FAM135A,6,+,70413417,train
ENSG00000082293,0.4148443478260869,0.1381,COL19A1,6,+,69866546,valid
ENSG00000082397,4.764208260869565,4.1863,EPB41L3,18,-,5543989,train
ENSG00000082438,6.239263478260869,5.73655,COBLL1,2,-,164841812,train
ENSG00000082458,10.774015652173912,10.2905,DLG3,X,+,70455166,train
ENSG00000082482,0.3137065217391304,0.0823,KCNK2,1,+,215082731,train
ENSG00000082497,4.018788695652174,3.4142,SERTAD4,1,+,210232776,train
ENSG00000082512,7.028662173913044,6.360049999999999,TRAF5,1,+,211326787,train
ENSG00000082515,2.8792621739130437,2.6961500000000003,MRPL22,5,+,154941063,train
ENSG00000082516,8.760973043478261,8.391,GEMIN5,5,-,154938180,train
ENSG00000082556,0.3260086956521739,0.0744,OPRK1,8,-,53251585,train
ENSG00000082641,36.85011652173913,35.0491,NFE2L1,17,+,48048774,train
ENSG00000082684,0.3439773913043478,0.1903,SEMA5B,3,-,123027719,train
ENSG00000082701,7.235393913043477,6.95495,GSK3B,3,-,120094437,train
ENSG00000082781,21.10259217391305,19.5103,ITGB5,3,-,124887227,train
ENSG00000082805,8.645699565217392,8.1481,ERC1,12,+,991204,train
ENSG00000082898,13.35926913043478,13.0201,XPO1,2,-,61538180,train
ENSG00000082996,23.02333565217392,22.45305,RNF13,3,+,149813196,valid
ENSG00000083067,0.1807382608695652,0.07915,TRPM3,9,-,70869042,train
ENSG00000083093,5.259662173913043,5.074,PALB2,16,-,23641249,train
ENSG00000083097,8.495978695652173,8.169599999999999,DOP1A,6,+,83067666,train
ENSG00000083099,4.045425217391304,3.87035,LYRM2,6,-,89638721,train
ENSG00000083123,5.47505,4.972250000000001,BCKDHB,6,+,80106655,train
ENSG00000083168,7.611546521739132,7.30185,KAT6A,8,-,42051978,train
ENSG00000083223,16.431632608695654,15.98805,TUT7,9,-,86354410,train
ENSG00000083290,3.297353043478261,3.04745,ULK2,17,-,19867929,train
ENSG00000083307,16.15809913043478,14.8083,GRHL2,8,+,101492423,train
ENSG00000083312,21.382991304347826,20.64625,TNPO1,5,+,72848115,train
ENSG00000083444,20.724092173913043,19.19195,PLOD1,1,+,11934658,train
ENSG00000083454,0.5680356521739129,0.39465,P2RX5,17,-,3696198,train
ENSG00000083457,3.393358695652174,2.89475,ITGAE,17,-,3723763,train
ENSG00000083520,8.096623478260868,7.89975,DIS3,13,-,72781871,train
ENSG00000083535,11.477181739130437,11.0228,PIBF1,13,+,72782116,train
ENSG00000083544,4.878262608695652,4.7325,TDRD3,13,+,60396946,train
ENSG00000083635,2.279392608695652,2.145,NUFIP1,13,-,44989436,train
ENSG00000083642,5.606686521739131,5.38205,PDS5B,13,+,32586531,train
ENSG00000083720,10.628619999999998,8.138,OXCT1,5,-,41870416,train
ENSG00000083750,8.11956304347826,7.8187,RRAGB,X,+,55717733,train
ENSG00000083782,1.1575452173913046,0.32755,EPYC,12,-,91004965,train
ENSG00000083799,9.799421739130436,9.4654,CYLD,16,+,50742060,train
ENSG00000083807,0.5515091304347826,0.50035,SLC27A5,19,-,58499198,train
ENSG00000083812,2.6591265217391302,2.5689,ZNF324,19,+,58467051,train
ENSG00000083814,3.851748260869565,3.7854,ZNF671,19,-,57727590,train
ENSG00000083817,2.8357491304347824,2.7606,ZNF416,19,-,57578872,train
ENSG00000083828,6.239453043478261,6.141,ZNF586,19,+,57769646,test
ENSG00000083838,1.079105652173913,1.0644,ZNF446,19,+,58476133,train
ENSG00000083844,6.526018695652176,6.48995,ZNF264,19,+,57191478,test
ENSG00000083845,89.32627434782609,80.96085,RPS5,19,+,58387260,train
ENSG00000083857,40.651263913043486,34.9446,FAT1,4,-,186726619,train
ENSG00000083896,15.651124782608695,15.50675,YTHDC1,4,-,68349981,train
ENSG00000083937,7.182744782608695,6.89315,CHMP2B,3,+,87227257,train
ENSG00000084070,27.126213913043475,22.69095,SMAP2,1,+,40373697,train
ENSG00000084072,3.7138191304347834,3.4753,PPIE,1,+,39738866,train
ENSG00000084073,20.420274782608697,18.4497,ZMPSTE24,1,+,40258202,valid
ENSG00000084090,38.39131739130435,36.227500000000006,STARD7,2,-,96208815,train
ENSG00000084092,11.586792608695651,10.71845,NOA1,4,-,56977577,train
ENSG00000084093,11.892951304347829,11.5839,REST,4,+,56907876,test
ENSG00000084110,2.562610434782609,1.08675,HAL,12,-,95995924,train
ENSG00000084112,5.806605217391305,5.3817,SSH1,12,-,108857569,valid
ENSG00000084207,225.30181173913044,190.6507,GSTP1,11,+,67583803,train
ENSG00000084234,127.90521304347828,117.11605,APLP2,11,+,130069884,train
ENSG00000084444,2.348016086956522,2.14155,FAM234B,12,+,13044381,train
ENSG00000084453,0.23983,0.04675,SLCO1A2,12,-,21324713,train
ENSG00000084463,12.109368260869566,11.39465,WBP11,12,-,14803462,train
ENSG00000084623,12.637429130434784,11.99635,EIF3I,1,+,32222394,train
ENSG00000084628,0.07963,0.0293,NKAIN1,1,-,31239880,train
ENSG00000084636,9.267499130434784,7.75595,COL16A1,1,-,31704001,train
ENSG00000084652,25.87658391304348,24.95705,TXLNA,1,+,32179695,train
ENSG00000084674,0.1849269565217391,0.0566,APOB,2,-,21044063,train
ENSG00000084676,12.040864782608695,11.81805,NCOA1,2,+,24491860,train
ENSG00000084693,5.4941760869565215,5.07515,AGBL5,2,+,27051638,train
ENSG00000084710,1.326935652173913,0.8813,EFR3B,2,+,25042064,train
ENSG00000084731,2.0455152173913045,1.5491,KIF3C,2,-,25982681,train
ENSG00000084733,43.1481052173913,40.50755,RAB10,2,+,26034069,train
ENSG00000084734,0.4417995652173913,0.15005,GCKR,2,+,27496830,train
ENSG00000084754,38.4555152173913,37.25695,HADHA,2,-,26244597,train
ENSG00000084764,3.3583217391304347,3.1338,MAPRE3,2,+,26970629,train
ENSG00000084774,8.959275217391305,8.2986,CAD,2,+,27217361,test
ENSG00000085063,31.875196956521737,28.06745,CD59,11,-,33736404,train
ENSG00000085117,11.089324347826087,9.70205,CD82,11,+,44565656,train
ENSG00000085185,1.8373356521739128,1.64275,BCORL1,X,+,129982626,train
ENSG00000085224,13.063042608695651,13.11195,ATRX,X,-,77786199,train
ENSG00000085231,3.869654347826087,3.6252,AK6,5,-,69369520,train
ENSG00000085265,2.1285304347826086,1.63165,FCN1,9,-,134917872,train
ENSG00000085274,4.252002173913043,4.13705,MYNN,3,+,169773383,train
ENSG00000085276,16.380794347826086,12.73215,MECOM,3,-,169663632,train
ENSG00000085365,9.162076086956525,8.4413,SCAMP1,5,+,78360605,train
ENSG00000085377,3.9789360869565216,3.7861,PREP,6,-,105403062,train
ENSG00000085382,3.423607826086956,3.23685,HACE1,6,-,104859836,train
ENSG00000085415,4.187866086956522,3.872,SEH1L,18,+,12948001,train
ENSG00000085433,5.537840434782608,5.46165,WDR47,1,-,109042094,train
ENSG00000085449,11.49752043478261,11.0021,WDFY1,2,-,223945292,train
ENSG00000085465,2.4221304347826083,1.85925,OVGP1,1,-,111423038,train
ENSG00000085491,9.19960391304348,8.5623,SLC25A24,1,-,108200240,train
ENSG00000085511,9.1399,8.811499999999999,MAP3K4,6,+,160991759,train
ENSG00000085514,5.585558695652175,5.14865,PILRA,7,+,100373478,valid
ENSG00000085552,2.510295217391304,1.973,IGSF9,1,-,159945601,train
ENSG00000085563,1.3157243478260867,1.0133,ABCB1,7,-,87600873,train
ENSG00000085644,1.7450195652173914,1.60215,ZNF213,16,+,3135124,valid
ENSG00000085662,17.27483652173913,12.4474,AKR1B1,7,-,134459089,train
ENSG00000085719,25.1366,23.6683,CPNE3,8,+,86514416,train
ENSG00000085721,15.715873913043476,15.23785,RRN3,16,-,15094173,train
ENSG00000085733,46.765104782608695,42.762150000000005,CTTN,11,+,70398518,train
ENSG00000085741,0.7471995652173914,0.4104,WNT11,11,-,76210756,train
ENSG00000085760,14.69766347826087,13.95595,MTIF2,2,-,55269208,train
ENSG00000085788,6.4678760869565215,5.99195,DDHD2,8,+,38231573,valid
ENSG00000085831,4.506296956521739,3.95845,TTC39A,1,-,51330554,valid
ENSG00000085832,20.67735434782609,19.95615,EPS15,1,-,51519236,train
ENSG00000085840,2.8778791304347826,2.34465,ORC1,1,-,52404391,train
ENSG00000085871,7.699456956521739,7.2172,MGST2,4,+,139665804,train
ENSG00000085872,1.8771665217391305,1.7902,CHERP,19,-,16542415,train
ENSG00000085978,10.029024347826086,9.38705,ATG16L1,2,+,233251641,train
ENSG00000085982,10.784004782608694,10.29995,USP40,2,-,233566751,train
ENSG00000085998,9.903341304347826,9.22525,POMGNT1,1,-,46198402,train
ENSG00000085999,1.349388260869565,1.1431,RAD54L,1,+,46247733,train
ENSG00000086015,7.713689130434783,7.34995,MAST2,1,+,45803576,train
ENSG00000086061,66.9013,63.2366,DNAJA1,9,+,33025265,train
ENSG00000086062,33.86099869565217,30.78105,B4GALT1,9,-,33167151,train
ENSG00000086065,28.890465217391306,27.2076,CHMP5,9,+,33265013,train
ENSG00000086102,13.189406521739132,12.6289,NFX1,9,+,33290493,train
ENSG00000086159,0.3006869565217391,0.0809,AQP6,12,+,49972977,train
ENSG00000086189,2.22809,2.1953,DIMT1,5,-,62403871,train
ENSG00000086200,5.224063913043479,5.14805,IPO11,5,+,62412755,test
ENSG00000086205,0.8848139130434783,0.6656,FOLH1,11,-,49208602,train
ENSG00000086232,26.52443000000001,24.52725,EIF2AK1,7,-,6059139,train
ENSG00000086288,0.4826834782608696,0.4348999999999999,NME8,7,+,37848597,train
ENSG00000086289,19.697804782608696,15.80835,EPDR1,7,+,37920602,train
ENSG00000086300,7.191744782608695,6.3421,SNX10,7,+,26291940,train
ENSG00000086475,11.205819565217393,10.59585,SEPHS1,10,-,13348222,train
ENSG00000086504,9.709788695652174,9.2065,MRPL28,16,-,370514,train
ENSG00000086506,0.2483852173913043,0.0634,HBQ1,16,+,180436,train
ENSG00000086544,17.33670434782609,13.95025,ITPKC,19,+,40717093,train
ENSG00000086548,415.92983,334.54355,CEACAM6,19,+,41755522,train
ENSG00000086570,1.5545117391304346,0.55965,FAT2,5,-,151591255,train
ENSG00000086589,14.06272347826087,13.837,RBM22,5,-,150700981,train
ENSG00000086598,67.48997130434783,61.17955,TMED2,12,+,123584523,train
ENSG00000086619,6.729236956521739,4.7354,ERO1B,1,-,236281958,train
ENSG00000086666,16.400930000000002,15.769,ZFAND6,15,+,80059638,train
ENSG00000086696,0.5425613043478261,0.15675,HSD17B2,16,+,82035355,train
ENSG00000086712,8.589836086956522,7.914350000000001,TXLNG,X,+,16786421,train
ENSG00000086717,0.4465830434782609,0.32325,PPEF1,X,+,18707639,train
ENSG00000086730,4.692579130434782,4.247400000000001,LAT2,7,+,74209997,train
ENSG00000086758,36.16583695652174,33.94425,HUWE1,X,-,53683972,train
ENSG00000086827,10.80942652173913,10.40245,ZW10,11,-,113773668,train
ENSG00000086848,1.4981586956521735,1.34255,ALG9,11,-,111871530,train
ENSG00000086967,0.6040521739130436,0.2875999999999999,MYBPC2,19,+,50432885,train
ENSG00000086991,2.591186086956522,2.01095,NOX4,11,-,89491340,test
ENSG00000087008,6.612131739130433,6.16845,ACOX3,4,-,8428425,train
ENSG00000087053,4.525079999999999,4.38935,MTMR2,11,-,95924067,train
ENSG00000087074,21.622460869565217,18.84565,PPP1R15A,19,+,48872412,train
ENSG00000087076,6.291904347826087,5.3904,HSD17B14,19,-,48836475,train
ENSG00000087077,20.219116956521734,18.5115,TRIP6,7,+,100867380,train
ENSG00000087085,2.7674882608695657,1.1505999999999998,ACHE,7,-,100895878,train
ENSG00000087086,2935.5637782608696,2678.8479,FTL,19,+,48965306,train
ENSG00000087087,15.116756086956524,14.7488,SRRT,7,+,100875095,train
ENSG00000087088,9.538538260869563,9.37725,BAX,19,+,48954850,valid
ENSG00000087095,8.584903043478262,8.51835,NLK,17,+,28041708,train
ENSG00000087111,8.44128652173913,8.1552,PIGS,17,-,28571498,train
ENSG00000087116,4.516154782608695,3.8165,ADAMTS2,5,-,179345423,train
ENSG00000087128,6.87907347826087,1.6013,TMPRSS11E,4,+,68447453,train
ENSG00000087152,12.20338304347826,11.67615,ATXN7L3,17,-,44200103,test
ENSG00000087157,11.016311739130431,10.643350000000002,PGS1,17,+,78378633,test
ENSG00000087191,11.464140434782609,11.0001,PSMC5,17,+,63827406,valid
ENSG00000087206,9.031564782608696,8.702300000000001,UIMC1,5,-,177006692,valid
ENSG00000087237,0.9505104347826088,0.8096,CETP,16,+,56961942,train
ENSG00000087245,53.03185869565217,45.0122,MMP2,16,+,55479189,train
ENSG00000087250,0.3152960869565218,0.06195,MT3,16,+,56589521,train
ENSG00000087253,5.098670000000001,4.8072,LPCAT2,16,+,55509064,train
ENSG00000087258,0.2708530434782609,0.19455,GNAO1,16,+,56191479,train
ENSG00000087263,5.305241304347827,5.222300000000001,OGFOD1,16,+,56451513,train
ENSG00000087266,5.3397756521739135,4.9819,SH3BP2,4,+,2793077,train
ENSG00000087269,9.187502608695649,8.67215,NOP14,4,-,2963325,train
ENSG00000087274,15.849931739130437,15.6245,ADD1,4,+,2843820,train
ENSG00000087299,2.7658143478260877,2.5063,L2HGDH,14,-,50312213,valid
ENSG00000087301,4.914075652173913,4.4406,TXNDC16,14,-,52552493,train
ENSG00000087302,10.657481739130438,9.8277,RTRAF,14,+,51989514,train
ENSG00000087303,3.5652908695652177,3.1342,NID2,14,-,52069039,train
ENSG00000087338,7.761518260869565,7.3986,GMCL1,2,+,69829630,train
ENSG00000087365,17.264420869565214,16.606900000000003,SF3B2,11,+,66052342,train
ENSG00000087448,5.420854782608696,4.9879,KLHL42,12,+,27780048,train
ENSG00000087460,35.2065747826087,32.565250000000006,GNAS,20,+,58891406,valid
ENSG00000087470,14.004004347826088,12.95535,DNM1L,12,+,32679269,train
